"Year","Month","sex","race","obitos","age_x"
2020,3,"Male","Asian",4,25
2020,4,"Male","Asian",1,25
2020,5,"Male","Asian",6,25
2020,6,"Male","Asian",4,25
2020,7,"Male","Asian",3,25
2020,8,"Male","Asian",2,25
2020,9,"Male","Asian",9,25
2020,10,"Male","Asian",6,25
2020,11,"Male","Asian",4,25
2020,12,"Male","Asian",6,25
2010,8,"Male","Asian",4,30
2010,9,"Male","Asian",3,30
2010,10,"Male","Asian",2,30
2010,11,"Male","Asian",4,30
2011,1,"Male","Asian",3,30
2011,2,"Male","Asian",3,30
2011,3,"Male","Asian",2,30
2011,4,"Male","Asian",3,30
2011,5,"Male","Asian",2,30
2011,6,"Male","Asian",2,30
2011,7,"Male","Asian",1,30
2011,8,"Male","Asian",3,30
2011,9,"Male","Asian",10,30
2011,10,"Male","Asian",2,30
2011,11,"Male","Asian",3,30
2011,12,"Male","Asian",2,30
2012,1,"Male","Asian",3,30
2012,2,"Male","Asian",6,30
2012,3,"Male","Asian",1,30
2012,4,"Male","Asian",5,30
2012,5,"Male","Asian",3,30
2012,6,"Male","Asian",4,30
2012,7,"Male","Asian",2,30
2012,8,"Male","Asian",2,30
2012,9,"Male","Asian",6,30
2012,10,"Male","Asian",6,30
2012,11,"Male","Asian",4,30
2012,12,"Male","Asian",5,30
2013,2,"Male","Asian",3,30
2013,3,"Male","Asian",1,30
2013,4,"Male","Asian",9,30
2013,5,"Male","Asian",3,30
2013,6,"Male","Asian",5,30
2013,7,"Male","Asian",2,30
2013,8,"Male","Asian",4,30
2013,9,"Male","Asian",4,30
2013,10,"Male","Asian",3,30
2013,11,"Male","Asian",1,30
2013,12,"Male","Asian",4,30
2014,1,"Male","Asian",6,30
2014,2,"Male","Asian",2,30
2014,3,"Male","Asian",2,30
2014,4,"Male","Asian",4,30
2014,5,"Male","Asian",4,30
2014,6,"Male","Asian",7,30
2014,7,"Male","Asian",5,30
2014,8,"Male","Asian",3,30
2014,9,"Male","Asian",2,30
2014,10,"Male","Asian",1,30
2014,11,"Male","Asian",2,30
2014,12,"Male","Asian",6,30
2015,1,"Male","Asian",4,30
2015,2,"Male","Asian",5,30
2015,3,"Male","Asian",2,30
2015,4,"Male","Asian",5,30
2015,5,"Male","Asian",1,30
2015,6,"Male","Asian",5,30
2015,7,"Male","Asian",3,30
2015,8,"Male","Asian",3,30
2015,9,"Male","Asian",4,30
2015,10,"Male","Asian",4,30
2015,11,"Male","Asian",2,30
2015,12,"Male","Asian",4,30
2016,1,"Male","Asian",2,30
2016,2,"Male","Asian",6,30
2016,3,"Male","Asian",4,30
2016,4,"Male","Asian",7,30
2016,5,"Male","Asian",2,30
2016,6,"Male","Asian",3,30
2016,8,"Male","Asian",7,30
2016,9,"Male","Asian",2,30
2016,10,"Male","Asian",1,30
2016,11,"Male","Asian",2,30
2016,12,"Male","Asian",7,30
2017,1,"Male","Asian",3,30
2017,2,"Male","Asian",2,30
2017,3,"Male","Asian",3,30
2017,4,"Male","Asian",5,30
2017,5,"Male","Asian",3,30
2017,6,"Male","Asian",5,30
2017,7,"Male","Asian",4,30
2017,8,"Male","Asian",7,30
2017,9,"Male","Asian",2,30
2017,10,"Male","Asian",5,30
2017,11,"Male","Asian",6,30
2017,12,"Male","Asian",4,30
2018,1,"Male","Asian",2,30
2018,2,"Male","Asian",2,30
2018,3,"Male","Asian",4,30
2018,4,"Male","Asian",5,30
2018,5,"Male","Asian",7,30
2018,6,"Male","Asian",4,30
2018,7,"Male","Asian",3,30
2018,8,"Male","Asian",3,30
2018,9,"Male","Asian",7,30
2018,10,"Male","Asian",1,30
2018,11,"Male","Asian",1,30
2018,12,"Male","Asian",2,30
2019,1,"Male","Asian",2,30
2019,2,"Male","Asian",1,30
2019,4,"Male","Asian",1,30
2019,5,"Male","Asian",3,30
2019,6,"Male","Asian",7,30
2019,7,"Male","Asian",1,30
2019,8,"Male","Asian",1,30
2019,9,"Male","Asian",5,30
2019,10,"Male","Asian",5,30
2019,12,"Male","Asian",1,30
2020,1,"Male","Asian",7,30
2020,2,"Male","Asian",2,30
2020,3,"Male","Asian",6,30
2020,4,"Male","Asian",2,30
2020,5,"Male","Asian",6,30
2020,6,"Male","Asian",3,30
2020,7,"Male","Asian",8,30
2020,8,"Male","Asian",4,30
2020,9,"Male","Asian",3,30
2020,10,"Male","Asian",7,30
2020,11,"Male","Asian",5,30
2020,12,"Male","Asian",6,30
2010,8,"Male","Asian",4,35
2010,9,"Male","Asian",4,35
2010,10,"Male","Asian",7,35
2010,11,"Male","Asian",5,35
2010,12,"Male","Asian",9,35
2011,1,"Male","Asian",9,35
2011,3,"Male","Asian",4,35
2011,4,"Male","Asian",2,35
2011,5,"Male","Asian",4,35
2011,6,"Male","Asian",5,35
2011,7,"Male","Asian",5,35
2011,8,"Male","Asian",3,35
2011,9,"Male","Asian",7,35
2011,10,"Male","Asian",1,35
2011,11,"Male","Asian",3,35
2011,12,"Male","Asian",2,35
2012,1,"Male","Asian",3,35
2012,2,"Male","Asian",1,35
2012,3,"Male","Asian",2,35
2012,4,"Male","Asian",4,35
2012,5,"Male","Asian",3,35
2012,6,"Male","Asian",5,35
2012,7,"Male","Asian",3,35
2012,8,"Male","Asian",6,35
2012,9,"Male","Asian",7,35
2012,10,"Male","Asian",4,35
2012,11,"Male","Asian",6,35
2012,12,"Male","Asian",4,35
2013,1,"Male","Asian",3,35
2013,2,"Male","Asian",4,35
2013,3,"Male","Asian",4,35
2013,4,"Male","Asian",3,35
2013,5,"Male","Asian",4,35
2013,6,"Male","Asian",7,35
2013,7,"Male","Asian",6,35
2013,8,"Male","Asian",5,35
2013,9,"Male","Asian",6,35
2013,10,"Male","Asian",2,35
2013,11,"Male","Asian",8,35
2013,12,"Male","Asian",6,35
2014,1,"Male","Asian",7,35
2014,2,"Male","Asian",9,35
2014,3,"Male","Asian",3,35
2014,4,"Male","Asian",2,35
2014,5,"Male","Asian",2,35
2014,6,"Male","Asian",3,35
2014,7,"Male","Asian",2,35
2014,8,"Male","Asian",3,35
2014,9,"Male","Asian",3,35
2014,10,"Male","Asian",8,35
2014,11,"Male","Asian",3,35
2014,12,"Male","Asian",10,35
2015,1,"Male","Asian",8,35
2015,2,"Male","Asian",4,35
2015,3,"Male","Asian",6,35
2015,4,"Male","Asian",4,35
2015,5,"Male","Asian",4,35
2015,6,"Male","Asian",4,35
2015,7,"Male","Asian",4,35
2015,8,"Male","Asian",2,35
2015,9,"Male","Asian",2,35
2015,10,"Male","Asian",4,35
2015,11,"Male","Asian",5,35
2015,12,"Male","Asian",4,35
2016,1,"Male","Asian",4,35
2016,2,"Male","Asian",9,35
2016,3,"Male","Asian",4,35
2016,4,"Male","Asian",5,35
2016,5,"Male","Asian",6,35
2016,6,"Male","Asian",2,35
2016,7,"Male","Asian",2,35
2016,8,"Male","Asian",6,35
2016,9,"Male","Asian",3,35
2016,10,"Male","Asian",6,35
2016,11,"Male","Asian",5,35
2016,12,"Male","Asian",3,35
2017,1,"Male","Asian",5,35
2017,2,"Male","Asian",4,35
2017,3,"Male","Asian",4,35
2017,4,"Male","Asian",5,35
2017,5,"Male","Asian",7,35
2017,6,"Male","Asian",1,35
2017,7,"Male","Asian",5,35
2017,8,"Male","Asian",4,35
2017,9,"Male","Asian",4,35
2017,10,"Male","Asian",4,35
2017,11,"Male","Asian",6,35
2017,12,"Male","Asian",6,35
2018,1,"Male","Asian",4,35
2018,2,"Male","Asian",3,35
2018,3,"Male","Asian",7,35
2018,4,"Male","Asian",6,35
2018,5,"Male","Asian",1,35
2018,6,"Male","Asian",6,35
2018,7,"Male","Asian",3,35
2018,8,"Male","Asian",3,35
2018,9,"Male","Asian",4,35
2018,10,"Male","Asian",5,35
2018,11,"Male","Asian",3,35
2018,12,"Male","Asian",5,35
2019,1,"Male","Asian",1,35
2019,2,"Male","Asian",6,35
2019,3,"Male","Asian",5,35
2019,4,"Male","Asian",2,35
2019,5,"Male","Asian",5,35
2019,6,"Male","Asian",2,35
2019,7,"Male","Asian",2,35
2019,8,"Male","Asian",3,35
2019,9,"Male","Asian",8,35
2019,10,"Male","Asian",4,35
2019,11,"Male","Asian",4,35
2019,12,"Male","Asian",6,35
2020,1,"Male","Asian",2,35
2020,2,"Male","Asian",3,35
2020,3,"Male","Asian",2,35
2020,4,"Male","Asian",5,35
2020,5,"Male","Asian",11,35
2020,6,"Male","Asian",7,35
2020,7,"Male","Asian",7,35
2020,8,"Male","Asian",1,35
2020,9,"Male","Asian",7,35
2020,10,"Male","Asian",9,35
2020,11,"Male","Asian",4,35
2020,12,"Male","Asian",7,35
2010,8,"Male","Asian",6,40
2010,9,"Male","Asian",7,40
2010,10,"Male","Asian",3,40
2010,11,"Male","Asian",2,40
2010,12,"Male","Asian",10,40
2011,1,"Male","Asian",3,40
2011,2,"Male","Asian",4,40
2011,3,"Male","Asian",4,40
2011,4,"Male","Asian",6,40
2011,5,"Male","Asian",6,40
2011,6,"Male","Asian",9,40
2011,7,"Male","Asian",1,40
2011,8,"Male","Asian",1,40
2011,9,"Male","Asian",5,40
2011,10,"Male","Asian",12,40
2011,11,"Male","Asian",4,40
2011,12,"Male","Asian",4,40
2012,1,"Male","Asian",5,40
2012,2,"Male","Asian",8,40
2012,3,"Male","Asian",5,40
2012,4,"Male","Asian",5,40
2012,5,"Male","Asian",8,40
2012,6,"Male","Asian",4,40
2012,7,"Male","Asian",3,40
2012,8,"Male","Asian",5,40
2012,9,"Male","Asian",7,40
2012,10,"Male","Asian",6,40
2012,11,"Male","Asian",3,40
2012,12,"Male","Asian",4,40
2013,1,"Male","Asian",6,40
2013,2,"Male","Asian",5,40
2013,3,"Male","Asian",6,40
2013,4,"Male","Asian",4,40
2013,5,"Male","Asian",8,40
2013,6,"Male","Asian",8,40
2013,7,"Male","Asian",5,40
2013,8,"Male","Asian",10,40
2013,9,"Male","Asian",3,40
2013,10,"Male","Asian",3,40
2013,11,"Male","Asian",8,40
2013,12,"Male","Asian",3,40
2014,1,"Male","Asian",7,40
2014,2,"Male","Asian",4,40
2014,3,"Male","Asian",8,40
2014,4,"Male","Asian",4,40
2014,5,"Male","Asian",5,40
2014,6,"Male","Asian",5,40
2014,7,"Male","Asian",4,40
2014,8,"Male","Asian",5,40
2014,9,"Male","Asian",4,40
2014,10,"Male","Asian",2,40
2014,11,"Male","Asian",5,40
2014,12,"Male","Asian",2,40
2015,1,"Male","Asian",6,40
2015,2,"Male","Asian",2,40
2015,3,"Male","Asian",7,40
2015,4,"Male","Asian",11,40
2015,5,"Male","Asian",9,40
2015,6,"Male","Asian",8,40
2015,7,"Male","Asian",7,40
2015,8,"Male","Asian",3,40
2015,9,"Male","Asian",3,40
2015,10,"Male","Asian",5,40
2015,11,"Male","Asian",6,40
2015,12,"Male","Asian",2,40
2016,1,"Male","Asian",4,40
2016,2,"Male","Asian",5,40
2016,3,"Male","Asian",4,40
2016,4,"Male","Asian",4,40
2016,5,"Male","Asian",6,40
2016,6,"Male","Asian",8,40
2016,7,"Male","Asian",3,40
2016,8,"Male","Asian",3,40
2016,9,"Male","Asian",2,40
2016,10,"Male","Asian",8,40
2016,11,"Male","Asian",4,40
2016,12,"Male","Asian",6,40
2017,1,"Male","Asian",7,40
2017,2,"Male","Asian",6,40
2017,3,"Male","Asian",9,40
2017,4,"Male","Asian",8,40
2017,5,"Male","Asian",4,40
2017,6,"Male","Asian",2,40
2017,7,"Male","Asian",4,40
2017,8,"Male","Asian",4,40
2017,9,"Male","Asian",5,40
2017,10,"Male","Asian",5,40
2017,11,"Male","Asian",5,40
2017,12,"Male","Asian",7,40
2018,1,"Male","Asian",10,40
2018,2,"Male","Asian",2,40
2018,3,"Male","Asian",13,40
2018,4,"Male","Asian",4,40
2018,5,"Male","Asian",4,40
2018,6,"Male","Asian",11,40
2018,7,"Male","Asian",4,40
2018,8,"Male","Asian",5,40
2018,9,"Male","Asian",9,40
2018,10,"Male","Asian",8,40
2018,11,"Male","Asian",4,40
2018,12,"Male","Asian",8,40
2019,1,"Male","Asian",8,40
2019,2,"Male","Asian",3,40
2019,3,"Male","Asian",7,40
2019,4,"Male","Asian",5,40
2019,5,"Male","Asian",9,40
2019,6,"Male","Asian",7,40
2019,7,"Male","Asian",3,40
2019,8,"Male","Asian",3,40
2019,9,"Male","Asian",8,40
2019,10,"Male","Asian",4,40
2019,11,"Male","Asian",4,40
2019,12,"Male","Asian",5,40
2020,1,"Male","Asian",10,40
2020,2,"Male","Asian",4,40
2020,3,"Male","Asian",7,40
2020,4,"Male","Asian",8,40
2020,5,"Male","Asian",10,40
2020,6,"Male","Asian",7,40
2020,7,"Male","Asian",8,40
2020,8,"Male","Asian",3,40
2020,9,"Male","Asian",10,40
2020,10,"Male","Asian",8,40
2020,11,"Male","Asian",13,40
2020,12,"Male","Asian",10,40
2010,8,"Male","Asian",3,45
2010,9,"Male","Asian",10,45
2010,10,"Male","Asian",6,45
2010,11,"Male","Asian",8,45
2010,12,"Male","Asian",6,45
2011,1,"Male","Asian",16,45
2011,2,"Male","Asian",11,45
2011,3,"Male","Asian",8,45
2011,4,"Male","Asian",4,45
2011,5,"Male","Asian",12,45
2011,6,"Male","Asian",10,45
2011,7,"Male","Asian",6,45
2011,8,"Male","Asian",6,45
2011,9,"Male","Asian",8,45
2011,10,"Male","Asian",9,45
2011,11,"Male","Asian",6,45
2011,12,"Male","Asian",9,45
2012,1,"Male","Asian",1,45
2012,2,"Male","Asian",7,45
2012,3,"Male","Asian",4,45
2012,4,"Male","Asian",8,45
2012,5,"Male","Asian",5,45
2012,6,"Male","Asian",10,45
2012,7,"Male","Asian",15,45
2012,8,"Male","Asian",6,45
2012,9,"Male","Asian",5,45
2012,10,"Male","Asian",8,45
2012,11,"Male","Asian",5,45
2012,12,"Male","Asian",9,45
2013,1,"Male","Asian",4,45
2013,2,"Male","Asian",5,45
2013,3,"Male","Asian",6,45
2013,4,"Male","Asian",7,45
2013,5,"Male","Asian",5,45
2013,6,"Male","Asian",7,45
2013,7,"Male","Asian",11,45
2013,8,"Male","Asian",7,45
2013,9,"Male","Asian",9,45
2013,10,"Male","Asian",6,45
2013,11,"Male","Asian",4,45
2013,12,"Male","Asian",12,45
2014,1,"Male","Asian",13,45
2014,2,"Male","Asian",3,45
2014,3,"Male","Asian",7,45
2014,4,"Male","Asian",7,45
2014,5,"Male","Asian",9,45
2014,6,"Male","Asian",9,45
2014,7,"Male","Asian",8,45
2014,8,"Male","Asian",7,45
2014,9,"Male","Asian",6,45
2014,10,"Male","Asian",7,45
2014,11,"Male","Asian",6,45
2014,12,"Male","Asian",9,45
2015,1,"Male","Asian",10,45
2015,2,"Male","Asian",5,45
2015,3,"Male","Asian",4,45
2015,4,"Male","Asian",10,45
2015,5,"Male","Asian",8,45
2015,6,"Male","Asian",8,45
2015,7,"Male","Asian",5,45
2015,8,"Male","Asian",10,45
2015,9,"Male","Asian",5,45
2015,10,"Male","Asian",9,45
2015,11,"Male","Asian",11,45
2015,12,"Male","Asian",8,45
2016,1,"Male","Asian",13,45
2016,2,"Male","Asian",5,45
2016,3,"Male","Asian",11,45
2016,4,"Male","Asian",6,45
2016,5,"Male","Asian",6,45
2016,6,"Male","Asian",8,45
2016,7,"Male","Asian",13,45
2016,8,"Male","Asian",7,45
2016,9,"Male","Asian",6,45
2016,10,"Male","Asian",16,45
2016,11,"Male","Asian",12,45
2016,12,"Male","Asian",2,45
2017,1,"Male","Asian",6,45
2017,2,"Male","Asian",9,45
2017,3,"Male","Asian",7,45
2017,4,"Male","Asian",4,45
2017,5,"Male","Asian",6,45
2017,6,"Male","Asian",3,45
2017,7,"Male","Asian",5,45
2017,8,"Male","Asian",7,45
2017,9,"Male","Asian",13,45
2017,10,"Male","Asian",4,45
2017,11,"Male","Asian",3,45
2017,12,"Male","Asian",5,45
2018,1,"Male","Asian",5,45
2018,2,"Male","Asian",15,45
2018,3,"Male","Asian",11,45
2018,4,"Male","Asian",4,45
2018,5,"Male","Asian",4,45
2018,6,"Male","Asian",9,45
2018,7,"Male","Asian",10,45
2018,8,"Male","Asian",7,45
2018,9,"Male","Asian",7,45
2018,10,"Male","Asian",9,45
2018,11,"Male","Asian",5,45
2018,12,"Male","Asian",5,45
2019,1,"Male","Asian",11,45
2019,2,"Male","Asian",6,45
2019,3,"Male","Asian",10,45
2019,4,"Male","Asian",13,45
2019,5,"Male","Asian",5,45
2019,6,"Male","Asian",11,45
2019,7,"Male","Asian",13,45
2019,8,"Male","Asian",8,45
2019,9,"Male","Asian",9,45
2019,10,"Male","Asian",9,45
2019,11,"Male","Asian",8,45
2019,12,"Male","Asian",16,45
2020,1,"Male","Asian",7,45
2020,2,"Male","Asian",7,45
2020,3,"Male","Asian",6,45
2020,4,"Male","Asian",10,45
2020,5,"Male","Asian",13,45
2020,6,"Male","Asian",15,45
2020,7,"Male","Asian",11,45
2020,8,"Male","Asian",9,45
2020,9,"Male","Asian",9,45
2020,10,"Male","Asian",12,45
2020,11,"Male","Asian",11,45
2020,12,"Male","Asian",13,45
2010,8,"Male","Asian",6,50
2010,9,"Male","Asian",9,50
2010,10,"Male","Asian",14,50
2010,11,"Male","Asian",9,50
2010,12,"Male","Asian",9,50
2011,1,"Male","Asian",10,50
2011,2,"Male","Asian",14,50
2011,3,"Male","Asian",7,50
2011,4,"Male","Asian",12,50
2011,5,"Male","Asian",5,50
2011,6,"Male","Asian",13,50
2011,7,"Male","Asian",7,50
2011,8,"Male","Asian",12,50
2011,9,"Male","Asian",10,50
2011,10,"Male","Asian",12,50
2011,11,"Male","Asian",9,50
2011,12,"Male","Asian",16,50
2012,1,"Male","Asian",14,50
2012,2,"Male","Asian",8,50
2012,3,"Male","Asian",5,50
2012,4,"Male","Asian",3,50
2012,5,"Male","Asian",11,50
2012,6,"Male","Asian",13,50
2012,7,"Male","Asian",9,50
2012,8,"Male","Asian",11,50
2012,9,"Male","Asian",12,50
2012,10,"Male","Asian",10,50
2012,11,"Male","Asian",8,50
2012,12,"Male","Asian",11,50
2013,1,"Male","Asian",11,50
2013,2,"Male","Asian",10,50
2013,3,"Male","Asian",12,50
2013,4,"Male","Asian",9,50
2013,5,"Male","Asian",12,50
2013,6,"Male","Asian",14,50
2013,7,"Male","Asian",13,50
2013,8,"Male","Asian",14,50
2013,9,"Male","Asian",11,50
2013,10,"Male","Asian",11,50
2013,11,"Male","Asian",6,50
2013,12,"Male","Asian",10,50
2014,1,"Male","Asian",4,50
2014,2,"Male","Asian",5,50
2014,3,"Male","Asian",20,50
2014,4,"Male","Asian",8,50
2014,5,"Male","Asian",11,50
2014,6,"Male","Asian",14,50
2014,7,"Male","Asian",7,50
2014,8,"Male","Asian",10,50
2014,9,"Male","Asian",6,50
2014,10,"Male","Asian",8,50
2014,11,"Male","Asian",3,50
2014,12,"Male","Asian",12,50
2015,1,"Male","Asian",13,50
2015,2,"Male","Asian",7,50
2015,3,"Male","Asian",12,50
2015,4,"Male","Asian",10,50
2015,5,"Male","Asian",10,50
2015,6,"Male","Asian",14,50
2015,7,"Male","Asian",12,50
2015,8,"Male","Asian",13,50
2015,9,"Male","Asian",7,50
2015,10,"Male","Asian",15,50
2015,11,"Male","Asian",8,50
2015,12,"Male","Asian",6,50
2016,1,"Male","Asian",11,50
2016,2,"Male","Asian",15,50
2016,3,"Male","Asian",6,50
2016,4,"Male","Asian",9,50
2016,5,"Male","Asian",11,50
2016,6,"Male","Asian",16,50
2016,7,"Male","Asian",13,50
2016,8,"Male","Asian",20,50
2016,9,"Male","Asian",7,50
2016,10,"Male","Asian",6,50
2016,11,"Male","Asian",5,50
2016,12,"Male","Asian",11,50
2017,1,"Male","Asian",15,50
2017,2,"Male","Asian",13,50
2017,3,"Male","Asian",6,50
2017,4,"Male","Asian",10,50
2017,5,"Male","Asian",12,50
2017,6,"Male","Asian",10,50
2017,7,"Male","Asian",8,50
2017,8,"Male","Asian",11,50
2017,9,"Male","Asian",11,50
2017,10,"Male","Asian",16,50
2017,11,"Male","Asian",9,50
2017,12,"Male","Asian",10,50
2018,1,"Male","Asian",16,50
2018,2,"Male","Asian",13,50
2018,3,"Male","Asian",11,50
2018,4,"Male","Asian",12,50
2018,5,"Male","Asian",13,50
2018,6,"Male","Asian",12,50
2018,7,"Male","Asian",11,50
2018,8,"Male","Asian",13,50
2018,9,"Male","Asian",17,50
2018,10,"Male","Asian",11,50
2018,11,"Male","Asian",12,50
2018,12,"Male","Asian",9,50
2019,1,"Male","Asian",10,50
2019,2,"Male","Asian",10,50
2019,3,"Male","Asian",12,50
2019,4,"Male","Asian",8,50
2019,5,"Male","Asian",21,50
2019,6,"Male","Asian",4,50
2019,7,"Male","Asian",9,50
2019,8,"Male","Asian",12,50
2019,9,"Male","Asian",12,50
2019,10,"Male","Asian",17,50
2019,11,"Male","Asian",10,50
2019,12,"Male","Asian",9,50
2020,1,"Male","Asian",15,50
2020,2,"Male","Asian",11,50
2020,3,"Male","Asian",11,50
2020,4,"Male","Asian",19,50
2020,5,"Male","Asian",24,50
2020,6,"Male","Asian",14,50
2020,7,"Male","Asian",24,50
2020,8,"Male","Asian",10,50
2020,9,"Male","Asian",19,50
2020,10,"Male","Asian",19,50
2020,11,"Male","Asian",14,50
2020,12,"Male","Asian",12,50
2010,8,"Male","Asian",13,55
2010,9,"Male","Asian",15,55
2010,10,"Male","Asian",19,55
2010,11,"Male","Asian",10,55
2010,12,"Male","Asian",24,55
2011,1,"Male","Asian",21,55
2011,2,"Male","Asian",19,55
2011,3,"Male","Asian",18,55
2011,4,"Male","Asian",28,55
2011,5,"Male","Asian",15,55
2011,6,"Male","Asian",14,55
2011,7,"Male","Asian",15,55
2011,8,"Male","Asian",15,55
2011,9,"Male","Asian",17,55
2011,10,"Male","Asian",21,55
2011,11,"Male","Asian",23,55
2011,12,"Male","Asian",15,55
2012,1,"Male","Asian",23,55
2012,2,"Male","Asian",17,55
2012,3,"Male","Asian",15,55
2012,4,"Male","Asian",18,55
2012,5,"Male","Asian",13,55
2012,6,"Male","Asian",15,55
2012,7,"Male","Asian",20,55
2012,8,"Male","Asian",15,55
2012,9,"Male","Asian",11,55
2012,10,"Male","Asian",18,55
2012,11,"Male","Asian",17,55
2012,12,"Male","Asian",17,55
2013,1,"Male","Asian",19,55
2013,2,"Male","Asian",16,55
2013,3,"Male","Asian",11,55
2013,4,"Male","Asian",20,55
2013,5,"Male","Asian",24,55
2013,6,"Male","Asian",18,55
2013,7,"Male","Asian",19,55
2013,8,"Male","Asian",16,55
2013,9,"Male","Asian",13,55
2013,10,"Male","Asian",22,55
2013,11,"Male","Asian",13,55
2013,12,"Male","Asian",15,55
2014,1,"Male","Asian",28,55
2014,2,"Male","Asian",14,55
2014,3,"Male","Asian",11,55
2014,4,"Male","Asian",20,55
2014,5,"Male","Asian",18,55
2014,6,"Male","Asian",13,55
2014,7,"Male","Asian",11,55
2014,8,"Male","Asian",12,55
2014,9,"Male","Asian",9,55
2014,10,"Male","Asian",21,55
2014,11,"Male","Asian",11,55
2014,12,"Male","Asian",7,55
2015,1,"Male","Asian",14,55
2015,2,"Male","Asian",16,55
2015,3,"Male","Asian",17,55
2015,4,"Male","Asian",15,55
2015,5,"Male","Asian",17,55
2015,6,"Male","Asian",11,55
2015,7,"Male","Asian",22,55
2015,8,"Male","Asian",8,55
2015,9,"Male","Asian",15,55
2015,10,"Male","Asian",10,55
2015,11,"Male","Asian",8,55
2015,12,"Male","Asian",17,55
2016,1,"Male","Asian",14,55
2016,2,"Male","Asian",19,55
2016,3,"Male","Asian",17,55
2016,4,"Male","Asian",14,55
2016,5,"Male","Asian",24,55
2016,6,"Male","Asian",12,55
2016,7,"Male","Asian",17,55
2016,8,"Male","Asian",17,55
2016,9,"Male","Asian",25,55
2016,10,"Male","Asian",19,55
2016,11,"Male","Asian",25,55
2016,12,"Male","Asian",12,55
2017,1,"Male","Asian",11,55
2017,2,"Male","Asian",22,55
2017,3,"Male","Asian",17,55
2017,4,"Male","Asian",10,55
2017,5,"Male","Asian",17,55
2017,6,"Male","Asian",15,55
2017,7,"Male","Asian",21,55
2017,8,"Male","Asian",16,55
2017,9,"Male","Asian",14,55
2017,10,"Male","Asian",17,55
2017,11,"Male","Asian",19,55
2017,12,"Male","Asian",22,55
2018,1,"Male","Asian",16,55
2018,2,"Male","Asian",12,55
2018,3,"Male","Asian",21,55
2018,4,"Male","Asian",20,55
2018,5,"Male","Asian",13,55
2018,6,"Male","Asian",21,55
2018,7,"Male","Asian",27,55
2018,8,"Male","Asian",19,55
2018,9,"Male","Asian",17,55
2018,10,"Male","Asian",15,55
2018,11,"Male","Asian",14,55
2018,12,"Male","Asian",20,55
2019,1,"Male","Asian",14,55
2019,2,"Male","Asian",14,55
2019,3,"Male","Asian",20,55
2019,4,"Male","Asian",9,55
2019,5,"Male","Asian",12,55
2019,6,"Male","Asian",13,55
2019,7,"Male","Asian",17,55
2019,8,"Male","Asian",15,55
2019,9,"Male","Asian",13,55
2019,10,"Male","Asian",15,55
2019,11,"Male","Asian",11,55
2019,12,"Male","Asian",22,55
2020,1,"Male","Asian",13,55
2020,2,"Male","Asian",27,55
2020,3,"Male","Asian",20,55
2020,4,"Male","Asian",25,55
2020,5,"Male","Asian",26,55
2020,6,"Male","Asian",22,55
2020,7,"Male","Asian",36,55
2020,8,"Male","Asian",28,55
2020,9,"Male","Asian",23,55
2020,10,"Male","Asian",21,55
2020,11,"Male","Asian",16,55
2020,12,"Male","Asian",21,55
2010,8,"Male","Asian",14,60
2010,9,"Male","Asian",29,60
2010,10,"Male","Asian",18,60
2010,11,"Male","Asian",20,60
2010,12,"Male","Asian",30,60
2011,1,"Male","Asian",16,60
2011,2,"Male","Asian",20,60
2011,3,"Male","Asian",22,60
2011,4,"Male","Asian",22,60
2011,5,"Male","Asian",32,60
2011,6,"Male","Asian",23,60
2011,7,"Male","Asian",32,60
2011,8,"Male","Asian",21,60
2011,9,"Male","Asian",30,60
2011,10,"Male","Asian",27,60
2011,11,"Male","Asian",18,60
2011,12,"Male","Asian",15,60
2012,1,"Male","Asian",25,60
2012,2,"Male","Asian",17,60
2012,3,"Male","Asian",17,60
2012,4,"Male","Asian",16,60
2012,5,"Male","Asian",25,60
2012,6,"Male","Asian",23,60
2012,7,"Male","Asian",25,60
2012,8,"Male","Asian",36,60
2012,9,"Male","Asian",18,60
2012,10,"Male","Asian",22,60
2012,11,"Male","Asian",21,60
2012,12,"Male","Asian",25,60
2013,1,"Male","Asian",22,60
2013,2,"Male","Asian",21,60
2013,3,"Male","Asian",15,60
2013,4,"Male","Asian",23,60
2013,5,"Male","Asian",29,60
2013,6,"Male","Asian",25,60
2013,7,"Male","Asian",25,60
2013,8,"Male","Asian",17,60
2013,9,"Male","Asian",25,60
2013,10,"Male","Asian",19,60
2013,11,"Male","Asian",23,60
2013,12,"Male","Asian",24,60
2014,1,"Male","Asian",27,60
2014,2,"Male","Asian",20,60
2014,3,"Male","Asian",15,60
2014,4,"Male","Asian",23,60
2014,5,"Male","Asian",27,60
2014,6,"Male","Asian",24,60
2014,7,"Male","Asian",27,60
2014,8,"Male","Asian",33,60
2014,9,"Male","Asian",20,60
2014,10,"Male","Asian",24,60
2014,11,"Male","Asian",23,60
2014,12,"Male","Asian",26,60
2015,1,"Male","Asian",18,60
2015,2,"Male","Asian",15,60
2015,3,"Male","Asian",28,60
2015,4,"Male","Asian",33,60
2015,5,"Male","Asian",28,60
2015,6,"Male","Asian",22,60
2015,7,"Male","Asian",31,60
2015,8,"Male","Asian",20,60
2015,9,"Male","Asian",31,60
2015,10,"Male","Asian",23,60
2015,11,"Male","Asian",28,60
2015,12,"Male","Asian",21,60
2016,1,"Male","Asian",20,60
2016,2,"Male","Asian",18,60
2016,3,"Male","Asian",32,60
